"OBJECTID..","Shape..","TARGET_FID","soil_mu","SSURGO_dat","MLRA","LRU","Subres_are","ecosite1","ecosite2","ecosite3","esite","esite_alt","esite_alt2","state_code","State1","State2","State3","DomVeg","dom1","dom2","dom3","dom4","hist_state","grass_dur","ration","ration_dat","remarks","veri_esite","veri_state","esite_veri","state_veri","esite_corr","state_corr","date_chang","agency","person","corr_type","corr_reaso","chng_reaso","old_esite","old_state","old_remark","LU","Shape_Length","Shape_Area","FGString","Dom1FG","Dom2FG","Dom3FG","State1Char","State2Char","State3Char"
1931,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","<Null>"," ","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB"," "," "," "," ","700"," ","0",98535.45389,3643189.77,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1932,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",1703.342419,35463.11932,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1933,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",594.73571,6871.967828,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1934,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",5417.884472,129708.0743,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1935,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",433.929833,6972.447286,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1936,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Sandy","Draw",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",620.169482,13186.91375,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1937,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",4.772311,0.541447,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1938,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",811.477938,17775.12357,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1939,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",1911.753398,25751.99916,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1940,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",818.301667,11871.71462,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1941,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",1291.261442,23676.74465,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1942,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",523.236536,6340.322073,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1943,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",474.462434,9089.460494,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1944,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",1361.431415,19556.48695,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1945,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",1384.362962,24013.80155,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1946,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",10.681352,0.129543,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1947,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",37.588164,17.682775,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1948,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",3024.255965,54606.06109,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1952,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",2138.978308,89326.72099,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1953,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",3651.672421,132389.739,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1954,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB"," "," "," "," ","700"," ","0",4013.118484,139560.2273,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
6583,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",426,4,2,6,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/15/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",4199.142891,73577.07975,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Shrubland"
1956,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Sandy","Draw",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",4478.618274,83666.26656,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1957,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Sandy","<Null>",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",1778.546365,28225.96174,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1958,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",147,1,4,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB"," "," "," "," ","700"," ","0",6241.781666,395560.2523,"NA,NA,NA",NA,NA,NA,"Grassland","ShrubInvadedGrassland","Bare/Annuals"
1959,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Quadrat P2; Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB"," "," "," "," ","700"," ","0",55042.94495,2279835.179,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1960,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",1336.55866,51473.59717,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1961,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",5065.325999,186915.3751,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1962,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",1083.305349,22555.71386,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1963,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",710.172894,18029.30449,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1964,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",460,4,6,0,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",938.10594,19822.78393,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland",NA
1965,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",3512.814009,136857.689,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1966,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",214.241456,1805.962353,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1967,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",459.027788,6583.970963,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1968,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",460,4,6,0,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",863.553104,16643.25779,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland",NA
1969,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",1370.030641,63042.58127,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1970,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",1723.85172,39009.27672,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1971,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Gravelly",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","<Null>","<Null>"," ","incised","yes","yes","<Null>","<Null>","<Null>","<Null>","3/11/2021","USDA","LMB"," "," "," "," ","700"," ","0",2473.203782,75043.29276,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1972,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Sandy","Draw",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB"," "," "," "," ","700"," ","0",2838.338635,133151.0832,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1973,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",326.098641,5804.327922,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1974,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",467,4,6,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",863.517633,27200.96125,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland","Bare/Annuals"
1975,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",8571.803724,287544.0656,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1976,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",170.134518,1992.219652,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1977,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",974.476938,28287.60512,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1978,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",44.997604,51.69347,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1979,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",723.168774,11789.18455,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1980,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","8/28/2019","USDA","LMB"," "," "," "," ","700"," ","0",2821.77423,51726.37088,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
1981,"Polygon","2868","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Sandy","Draw",417,4,1,7,"NA,,NA",NA,"",NA,NA,"700","perennial","existing point inventory data"," ","Traverse points","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB"," "," "," "," ","700"," ","0",16462.26335,697853.9803,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
6999,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","<Null>",560,5,6,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/17/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",258.11022,1349.312797,"NA,NA,NA",NA,NA,NA,"ShrubDominated","Shrubland",NA
7000,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",427,4,2,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/16/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",1400.840891,33758.88369,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Bare/Annuals"
7001,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",726,7,2,6,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/16/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",17906.99753,382772.5284,"NA,NA,NA",NA,NA,NA,"Bare/Annuals","AlteredGrassland/Savanna","Shrubland"
7002,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",724,7,2,4,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/16/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",990.937026,21338.61146,"NA,NA,NA",NA,NA,NA,"Bare/Annuals","AlteredGrassland/Savanna","ShrubInvadedGrassland"
