OBJECTID *,Shape *,TARGET_FID,soil_mu,SSURGO_dat,MLRA,LRU,Subres_are,ecosite1,ecosite2,ecosite3,esite,esite_alt,esite_alt2,state_code,dom1,dom2,dom3,dom4,hist_state,grass_dur,ration,ration_dat,remarks,veri_esite,veri_state,esite_veri,state_veri,esite_corr,state_corr,date_chang,agency,person,corr_type,corr_reaso,chng_reaso,old_esite,old_state,old_remark,LU,Shape_Length,Shape_Area
1163,Polygon,1909,47,NM690,42X,42.2,SD-2,Deep sand,Sandy,Shallow sandy,Loamy,Sandy,<Null>,647,<Null>,<Null>,<Null>,<Null>,600,<Null>,<Null>,<Null>,Calcareous sandy,no,no,<Null>,<Null>,<Null>,<Null>,10/13/2020,USDA,LMB,ecosite,<Null>,<Null>,<Null>,600,<Null>,0,4387.359313,469955.0095
1164,Polygon,1910,930,NM690,42X,42.2,SD-2,Draw,No ecosite, ,Drainage,<Null>, ,567,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/28/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,9726.180175,227724.4503
1197,Polygon,1946,48,NM690,42X,42.2,SD-2,Draw,No ecosite, ,Drainage,Draw, ,567,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/29/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,10039.51763,262167.9703
1198,Polygon,1947,906,NM690,42X,42.2,SD-2,Gravelly, , ,Limestone hills,Hills,Gravelly,536,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/28/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,5867.527017,339936.6113
1199,Polygon,1949,906,NM690,42X,42.2,SD-2,Gravelly, , ,Limestone hills,Hills,Gravelly,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,existing point inventory data,<Null>,traverse 406,no,no,<Null>,<Null>,<Null>,<Null>,10/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,5589.683562,312068.3655
1200,Polygon,1950,7,NM690,42X,42.2,SD-2,Deep sand, , ,Sandy,Deep sand, ,462,<Null>,<Null>,<Null>,<Null>,600,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/3/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,600,<Null>,0,4130.505157,328745.1553
1237,Polygon,1995,47,NM690,42X,42.2,SD-2,Deep sand,Sandy,Shallow sandy,Sandy,Deep sand,<Null>,462,<Null>,<Null>,<Null>,<Null>,600,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/4/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,600,<Null>,0,1774.959402,106007.7616
1238,Polygon,1996,47,NM690,42X,42.2,SD-2,Deep sand,Sandy,Shallow sandy,Sandy,<Null>,<Null>,426,<Null>,<Null>,<Null>,<Null>,600,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/4/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,600,<Null>,0,4572.491304,224724.1867
1239,Polygon,1997,47,NM690,42X,42.2,SD-2,Deep sand,Sandy,Shallow sandy,Sandy,<Null>,<Null>,426,<Null>,<Null>,<Null>,<Null>,600,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/4/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,600,<Null>,0,3036.009,109580.3827
1240,Polygon,1998,47,NM690,42X,42.2,SD-2,Deep sand,Sandy,Shallow sandy,Sandy,Deep sand,<Null>,462,<Null>,<Null>,<Null>,<Null>,600,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/4/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,600,<Null>,0,4668.736992,728426.4954
1265,Polygon,2039,BJ,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Sandy,Shallow sandy, ,924, ,<Null>, ,<Null>,140,perennial,photo interpretation, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,8/11/2020,USDA,LMB, , , , ,140, ,0,4346.314279,266825.1486
1266,Polygon,2040,BJ,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Sandy,Shallow sandy,Loamy,241, ,<Null>, ,<Null>,140,<Null>,photo interpretation, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,11/19/2020,USDA,LMB, , , , ,140, ,0,450.263418,9432.430409
1267,Polygon,2041,BJ,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Sandy,Shallow sandy,Loamy,241, ,<Null>, ,<Null>,140,perennial,existing point inventory data, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,8/11/2020,USDA,LMB, , , , ,140, ,0,2125.770951,112149.0831
1268,Polygon,2042,BJ,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Sandy,Shallow sandy, ,241, ,, , ,140,perennial,photo interpretation, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,8/11/2020,USDA,LMB, , , , ,140, ,0,5909.913553,415715.7219
1337,Polygon,2165,OR,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Sandy,Loamy,<Null>,264, ,<Null>, ,<Null>,470,perennial,existing point inventory data, ,Traverse points,yes,yes,<Null>,<Null>,<Null>,<Null>,8/26/2020,USDA,LMB, , , , ,470, ,0,6670.005007,448225.1876
1338,Polygon,2166,OR,NM690,42X,42.2,SD-2,Sandy,Deep sand, ,Sandy,Deep sand,<Null>,264, ,<Null>, ,<Null>,600,perennial,existing point inventory data, ,Traverse points,yes,yes,<Null>,<Null>,<Null>,<Null>,8/25/2020,USDA,LMB, , , , ,600, ,0,1476.957234,121519.5724
1339,Polygon,2167,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Tank,Playette,<Null>,12,<Null>,<Null>,<Null>,<Null>,12,<Null>,<Null>, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,7/30/2020,USDA,LMB, , , , ,12, ,0,732.984546,11737.24176
1519,Polygon,2630,915,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Sandy,Sandhills,Gravelly,624,<Null>,<Null>,<Null>,<Null>,600,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,11/23/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,600,<Null>,0,375.523662,4118.698511
1520,Polygon,2631,7,NM690,42X,42.2,SD-2,Deep sand, , ,Drainage,Sandy, ,657,<Null>,<Null>,<Null>,<Null>,600,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/3/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,600,<Null>,0,2598.005708,41433.83674
1521,Polygon,2635,47,NM690,42X,42.2,SD-2,Deep sand,Sandy,Shallow sandy,Sandy,Deep sand,<Null>,642,<Null>,<Null>,<Null>,<Null>,600,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,11/23/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,600,<Null>,0,2691.966578,136189.5318
1522,Polygon,2636,914,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Sandy,Sandhills,Hills,624,<Null>,<Null>,<Null>,<Null>,300,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,11/23/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,300,<Null>,0,1100.602693,24322.45394
1916,Polygon,2868,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Draw,Sandy,417,<Null>,,<Null>, ,700,perennial,existing point inventory data, ,Traverse points,yes,yes,<Null>,<Null>,<Null>,<Null>,8/28/2019,USDA,LMB, , , , ,700, ,0,236.196578,3627.914131
1917,Polygon,2868,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Draw,Sandy,417,<Null>,,<Null>, ,700,perennial,existing point inventory data, ,Traverse points,yes,yes,<Null>,<Null>,<Null>,<Null>,8/28/2019,USDA,LMB, , , , ,700, ,0,1805.402632,43922.8252
1918,Polygon,2868,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Sandy,Draw,467,<Null>,,<Null>, ,700,perennial,existing point inventory data, ,Traverse points,yes,yes,<Null>,<Null>,<Null>,<Null>,8/28/2019,USDA,LMB, , , , ,700, ,0,1466.842248,23451.00981
1949,Polygon,2868,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Draw,Sandy,467,<Null>,,<Null>, ,700,perennial,existing point inventory data, ,Traverse points,yes,yes,<Null>,<Null>,<Null>,<Null>,8/28/2019,USDA,LMB, , , , ,700, ,0,1095.245512,17398.38964
1950,Polygon,2868,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Draw,Sandy,467,<Null>,,<Null>, ,700,perennial,existing point inventory data, ,Traverse points,yes,yes,<Null>,<Null>,<Null>,<Null>,8/28/2019,USDA,LMB, , , , ,700, ,0,1180.414069,27801.97559
1951,Polygon,2868,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Draw,Sandy,467,<Null>,,<Null>, ,700,perennial,photo interpretation, ,incised,yes,yes,<Null>,<Null>,<Null>,<Null>,3/11/2021,USDA,LMB, , , , ,700, ,0,15832.0538,426080.0781
1165,Polygon,1911,48,NM690,42X,42.2,SD-2,Draw,No ecosite,,Drainage,Draw,,567,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/29/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,7599.858068,95783.80772
1166,Polygon,1912,918,NM690,42X,42.2,SD-2,Gravelly, , ,Drainage, , ,567,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/6/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,6221.417681,78465.8209
1167,Polygon,1913,48,NM690,42X,42.2,SD-2,Draw,No ecosite, ,Drainage,Draw, ,657,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/29/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,8799.876019,153088.3993
1168,Polygon,1914,625,NM690,42X,42.2,SD-2,Loamy, , ,Loamy,Gravelly,Sandy,246,<Null>,<Null>,<Null>,<Null>,400,perennial,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,3883.662488,138038.5831
1169,Polygon,1915,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,incised,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,28109.50632,498952.9767
6991,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Bottomland,Loamy,247,<Null>,<Null>,<Null>,<Null>,147,<Null>,existing point inventory data,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,1278.757798,36390.94474
7249,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Drainage,Gravelly,467,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/17/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,1152.749537,26778.7037
7253,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Loamy,Gravelly,640,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/17/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,284.821241,4119.662032
7275,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Bottomland,Loamy,427,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/17/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,2310.528695,39107.2491
7276,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Bottomland,Loamy,427,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/17/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,1089.228624,21010.26079
7280,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Drainage,<Null>,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/17/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,450.102111,4764.56849
1170,Polygon,1916,634,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Sandy,Sandhills,Deep sand,640,<Null>,<Null>,<Null>,<Null>,600,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,11/23/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,600,<Null>,0,3428.701607,102251.2217
1171,Polygon,1918,915,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Limestone hills,Gravelly, ,563,<Null>,<Null>,<Null>,<Null>,300,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/4/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,300,<Null>,0,24806.82856,1242727.351
1172,Polygon,1919,906,NM690,42X,42.2,SD-2,Gravelly, , ,Limestone hills,Hills,Gravelly,563,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,10/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,3142.385218,161351.2481
1173,Polygon,1921,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,8479.07196,270101.7249
1174,Polygon,1922,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,7604.516974,230810.3219
1175,Polygon,1923,2030,NM690,42X,42.2,SD-2,Deep sand,Sandy,Shallow sandy,Sandy,Loamy,Deep sand,642,<Null>,<Null>,<Null>,<Null>,600,<Null>,existing point inventory data,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,12/1/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,600,<Null>,0,4612.224372,213499.1297
1176,Polygon,1924,47,NM690,42X,42.2,SD-2,Deep sand,Sandy,Shallow sandy,Sandy,Gravelly,Loamy,640,<Null>,<Null>,<Null>,<Null>,600,perennial,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/8/2020 13:11,USDA,LMB,<Null>,<Null>,<Null>,<Null>,600,<Null>,0,7700.529265,336203.9261
1177,Polygon,1926,918,NM690,42X,42.2,SD-2,Gravelly, , ,Drainage,Draw,Gravelly,567,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,9801.267503,174439.3
1178,Polygon,1927,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,10/5/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,15289.39485,375430.9996
1179,Polygon,1928,818,NM690,42X,42.2,SD-2,Sandhills, , ,Deep sand,Sandhills, ,652,<Null>,<Null>,<Null>,<Null>,600,<Null>,<Null>,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,7/27/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,600,<Null>,0,3726.580651,66486.10797
1180,Polygon,1929,7,NM690,42X,42.2,SD-2,Deep sand, , ,Sandy,Deep sand, ,642,<Null>,<Null>,<Null>,<Null>,600,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,10/16/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,600,<Null>,0,4504.196489,569373.5897
1181,Polygon,1930,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Hills, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,existing point inventory data,<Null>,Phenomet transects,no,no,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,12978.06669,581346.2534
1182,Polygon,1931,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,perennial,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,14019.70106,485450.8083
1183,Polygon,1932,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Bottomland,Loamy,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,incised,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,12366.87129,171922.1855
1185,Polygon,1934,634,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Limestone hills,<Null>, ,356,<Null>,<Null>,<Null>,<Null>,300,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/6/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,300,<Null>,0,3522.122248,156459.7811
1186,Polygon,1935,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Draw,Gravelly loam,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,10/5/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,3741.725379,56863.13897
1187,Polygon,1936,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Draw,Drainage,Gravelly,647,<Null>,<Null>,<Null>,<Null>,500,perennial,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,9/29/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,22369.82748,405442.7581
1188,Polygon,1937,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Gravelly loam,Loamy,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,existing point inventory data,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,10/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,4023.498108,201533.5279
1189,Polygon,1938,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Draw,Drainage,Loamy,647,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,10/5/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,36553.14831,720790.9712
1190,Polygon,1939,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,10/5/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,29374.45416,607329.038
1191,Polygon,1940,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/6/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,52608.31855,1106730.403
1192,Polygon,1941,906,NM690,42X,42.2,SD-2,Gravelly, , ,Limestone hills,Gravelly,Loamy,563,<Null>,<Null>,<Null>,<Null>,460,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/31/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,460,<Null>,0,13881.84916,830789.47
1193,Polygon,1942,918,NM690,42X,42.2,SD-2,Gravelly, , ,Draw,Drainage,Bottomland,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,10/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,7314.253294,138700.2897
1194,Polygon,1943,918,NM690,42X,42.2,SD-2,Gravelly, , ,Draw,Drainage,Gravelly,647,<Null>,<Null>,<Null>,<Null>,500,perennial,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,10/6/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,4647.851244,102161.2806
1195,Polygon,1944,930,NM690,42X,42.2,SD-2,Draw,No ecosite, ,Drainage,Draw,<Null>,537,<Null>,<Null>,<Null>,<Null>,500,perennial,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7/28/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,21310.27798,442753.6639
1196,Polygon,1945,48,NM690,42X,42.2,SD-2,Draw,No ecosite, ,Drainage,Sandy, ,657,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/28/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,19630.30879,704006.8557
1201,Polygon,1951,634,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Limestone hills,<Null>, ,563,<Null>,<Null>,<Null>,<Null>,300,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/3/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,300,<Null>,0,8805.471953,438601.9506
1202,Polygon,1952,918,NM690,42X,42.2,SD-2,Gravelly, , ,Drainage,Gravelly, ,657,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,10/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,5886.03498,79100.98008
1203,Polygon,1953,48,NM690,42X,42.2,SD-2,Draw,No ecosite, ,Drainage,Draw,<Null>,567,<Null>,<Null>,<Null>,<Null>,500,perennial,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/29/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,7625.835785,132954.8661
1204,Polygon,1954,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Gravelly,Limestone hills, ,536,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,10/5/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,5208.603673,195974.9228
1205,Polygon,1956,930,NM690,42X,42.2,SD-2,Draw,No ecosite, ,Drainage,Draw, ,537,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/29/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,22556.93225,435004.9337
1206,Polygon,1958,48,NM690,42X,42.2,SD-2,Draw,No ecosite, ,Drainage,<Null>, ,657,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,7/29/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1655.009847,39538.18754
1207,Polygon,1959,918,NM690,42X,42.2,SD-2,Gravelly, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,7262.545776,157128.2406
1208,Polygon,1960,64,NM690,42X,42.2,SD-2,Gravelly,Loamy, ,Gravelly,Hills,Loamy,560,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,14432.85662,415634.5779
1209,Polygon,1961,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Gravelly,<Null>, ,560,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,9570.714176,450234.0634
1210,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Gravelly,Limestone hills, ,563,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,7046.415378,347142.4819
1211,Polygon,1963,915,NM690,42X,42.2,SD-2,Limestone hills,No ecosite, ,Limestone hills,Gravelly, ,563,<Null>,<Null>,<Null>,<Null>,300,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/6/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,300,<Null>,0,113559.0837,4308538.53
1212,Polygon,1964,933,NM690,42X,42.2,SD-2,Shallow sandstone,Gravelly,Sandstone Hills,Hills,Gravelly,Loamy,652,<Null>,,<Null>, ,400,<Null>,<Null>,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,7/29/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,4600.895108,150782.7742
1213,Polygon,1965,926,NM690,42X,42.2,SD-2,Gravelly, , ,Draw,Loamy,Drainage,462,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,11/23/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1929.714312,34209.05376
